id,question,answer
3399,نم اور سل کی تعلیل وصیغوی تحقیق کیا ہے جزاکم اللہ خیرا کثیرا,نُم صیغہ واحد مذکر حاضر فعل امر حاضر معروف ثلاثی مجرد اجوف واوی از باب نصر ینصر \nاصل میں أُنْوُم تھا \nواؤ متحرک ما قبل ساکن تھا اس کی حرکت نون کو دے دی تو واؤ اور میم دو ساکن جمع ہوئے واؤ کو حذف کیا تو أُنُم ہوگیا اب امر کا پہلا کلمہ متحرک تھا تو ھمزہ وصلیہ کی ضرورت نا رہی تو اسے بھی حذف کیا تو نُم بچ گیا \nسل صیغہ واحد مذکر حاضر فعل امر حاضر معروف ثلاثی مجرد مہموز العین از باب فتح یفتح \nاصل میں أِسئَل تھا \nقاعدہ \nہمزہ متحرکہ ہو اور اس کا ماقبل حرف صحیح ساکن ہو تو ہمزہ کی حرکت ماقبل کو دے کر اسے حذف کرنا جائز ہے\nاس قاعدے کے تحت ہمزہ کی حرکت ما قبل کی طرف نقل کے ہمزہ کو حذف کیا پھر امر کا پہلا حرف ساکن ہونے کی وجہ سے ہمزہ وصلیہ کو حذف کیا تو سَل بچ گیا \n\n\n
3400,کل انسان ضاحک بلفعل۔         اس کی ترکیب کیسے ہوگی,کل مضاف انسان مضاف الیہ مضاف مضاف الیہ ملکر مرکب اضافی ہو کر مبتدا \nضاحک اسم فاعل اس میں ھو ضمیر فاعل ب جار الفعل مجرور جار مجرور ملکر ظرف لغو اسم فاعل اپنے فاعل اور ظرف لغو سے ملکر شبہ جملہ اسمیہ ہو کر خبر مبتدا خبر ملکر جملہ اسمیہ خبریہ
3401,مسیراً مصدر کی صرفی تحقیق کیا ہو گی ؟,مسیرا مصدر میمی ثلاثی مجرد اجوف یائی از باب ضرب یضرب
3402,یَرْثِیْ کی صرفی تحقیق کیا ہو گی ؟,صیغہ واحد مذکر غائب فعل مضارع مثبت معروف ثلاثی مجرد ناقص یائی از باب ضرب یضرب \nاصل میں یَرْثِیُ تھا \nقاعدہ \nواؤ مضموم ما قبل مضموم یاء مضموم ما قبل مکسور کو ساکن کر دینا واجب ہے بشرطیکہ اس کے بعد واؤ مدہ نا ہو\n\nاس قاعدے کے تحت یاء کو ساکن کر دیا\n\n
3403,وَأدٌ كونسا صیغه هے,مصدر ثلاثی مجرد مثال واوی و مہموز العین از باب ضرب یضرب
3404,بلال جون سا صیغہ ہے پوری وضاحت کریں,اسم فاعل جمع مکسر\nفعال کے وزن پر ہے
3405,ثلاث ،رباع. ،موحد یہ سب غیر منصرف ہیں ؟؟ اسباب منع  صرف 2 کونسے پائے جا رہے  راہنمائی فرائیے گا,عدل اور وصف
3406,اسباب منع صرف میں سبب وزن فعل میں اسم کسی بھی فعل کے وزن پر آ جاے تو کیا ا س اسم  میں وزن فعل سبب کہالے گا,اگر کوئی اسم وزن فعل بنے تو اس کے لیے شرط یہ ہے کہ اس کے شروع میں حروف أئیں میں سے کوئی حرف ہو اور آخر میں ایسی یاء نہ ہو جو تاء کو قبول کرے جیسے احمد
3407,لئلا یعلم میں لئلا کی اصل کیاہے؟ کونسے قاعدے کے تحت تعلیل ہوئی ہے,ن کا لام میں قریب المخرج ہونے کی وجہ سے ادغام کیا
3408,اوف یہ کیا صیغہ ہے صرفہ تحقیق کریں,واحد مذکر حاضر\nفعل امر\nثلاثی مزید فیہ \nلفیف مفروق\nافعال
3409,وُجدَا کی صرفی تحقیق..,وجدا۔۔۔ صیغہ تثنیہ مذکر غائب، فعل ماضی مثبت معروف، ثلاثی مجرد، مثال واوی، از باب۔ ضرب یضرب
3410,وَمَا مَنْ دَآبَّةٍ فَیْ الْاَرْضِ وَ لَا طٰٓءِرٍيَّطِیْرُ بِجَنَا حَيْهِ اِلَّا اُمَمٌ اَمْثَالُكُمْ \n\n\n\n\n\n\nكی نحوي تركيب كريں,وَما مِنْ دَابَّةٍ» كلام مستأنف ما نافية لا عمل لها من حرف جر زائد دابة اسم مجرور لفظا مرفوع محلا على أنه مبتدأ فِي الْأَرْضِ» متعلقان بمحذوف صفة دابة «ولا» الواو عاطفة .\n\nلا نافية «طابِرٍ» معطوف على دابة «يَطِيرُ بِجَناحَيْهِ» جناحيه اسم مجرور بحرف الجر وعلامة جره الياء لأنه مثنى وحذفت النون للإضافة والجار والمجرور متعلقان بيطير والهاء في محل جر بالإضافة. «إِلَّا أُمَمٌ» إلا أداة حصر أمم خبر دابة مرفوع «أَمْثالُكُمْ» صفة «ما فَرَّطْنَا فِي الْكِتابِ» فعل ماض
3411,العالمين اس صغی کی تحقیق کیجئے اور کس باب کی اسم فاعل ہے,عالمین صیغہ جمع مذکر سالم اسم فاعل ثلاثی مجرد صحیح از باب سمع یسمع \nعالمین لام کے فتحہ کے ساتھ \nصیغہ جمع مذکر سالم اسم جامد ثلاثی مزید فیہ صحیح
3412,أقل کا صرفی اجرا,صیغہ واحد مذکر اسم تفضیل ثلاثی مجرد مضاعف از باب ضرب یضرب \nقاعدہ ن\nاگر دونوں ہم جنس حروف متحرک ہوں اور ان کا ماقبل حرف بھی متحرک یا مدہ ہو تو پہلے حرف کی حرکت کو حذف کر کے ادغام کرنا واجب ہے\nمذکورہ بالا صورت میں اگر ماقبل حرف ساکن غیر مدہ ہو تو پہلے حرف کی حرکت کو اس حرف کی طرف نقل کر کے ادغام کریں گے\nاصل میں أقْلَلُ تھا قاعدہ نمبر تین کے مطابق \nپہلے لام کی حرکت قاف کو دیکر دونوں کا ادغام کیا تو أَقَلُّ ہو گیا
3413,نیں نےاھراق صیغہ کےبارےمیں پوچھاتھاتوجواب ملاکہ یہ واحدمذکرغایب باب افعال کہ صیغہ ہے اب سوال یہ ہےکہ باب افعال سےتوافعل کےوزن پرآتی ہے نہ کہ افعال کی وزن پر یہ تو افعال کی وزن پرہے براہ کرم صحیح جواب دے,اصل میں یہ صیغہ اراق بر وزن افعل ہی تھا اس میں ھاء خلاف قیاس زائدہ ہے
3414,سوال  :( أخشى ما خشيت على أمتي كبَرُ البطن، ومداومة النوم و\n\nالكسل وضعف اليقين )  کی ترکیب کریں,اخشی اسم تفضیل مضاف اس میں ھو ضمیر فاعل \nما موصولہ خشیت فعل تاء ضمیر فاعل علی جار امۃ مضاف یاء ضمیر متکلم مضاف الیہ مضاف مضاف الیہ ملکر مرکب اضافی ہو کر مجرور جار مجرور ملکر ظرف لغو فعل فاعل ظرف لغو ملکر جملہ فعلیہ خبریہ ہو کر صلہ موصول صلہ ملکر مضاف الیہ \nاسم تفضیل اپنے فاعل اور مضاف الیہ سے ملکر مرکب اضافی ہو کر مبتدا \n\nکبر مضاف البطن مضاف الیہ مرکب اضافی ہو کر معطوف علیہ \n\nو۔حرف عطف\nمداومۃ مضاف النوم مضاف الیہ ملکر مرکب اضافی ہو معطوف اول \nو حرف عطف \nالکسل معطوف ثانی \nو حرف عطف \nضعف مضاف الیقین مضاف الیہ مضاف مضاف الیہ ملکر مرکب اضافی ہو کر معطوف ثالث \nمعطوف علیہ اپنے تمام معطوفات سے ملکر خبر\nمبتدا خبر ملکر جملہ اسمیہ خبریہ
3415,ترکیب کیسے کریں,ترکیب نحوی سے مراد ایک ایسا جملہ یا فقرہ ہے جو مختلف الفاظ اور جملوں کو ایک دوسرے کے ساتھ مربوط کر کے بنایا جاتا ہے۔\nترکیب نحوی کی اقسام:\n1. ترکیب اسميہ: یہ ترکیب اسم کے ساتھ شروع ہوتی ہے اور اس میں اسم کے ساتھ مختلف الفاظ اور جملوں کو مربوط کیا جاتا ہے۔\nمثال: الرجل القوی جاء۔\n\n1. ترکیب فعلیہ: یہ ترکیب فعل کے ساتھ شروع ہوتی ہے اور اس میں فعل کے ساتھ مختلف الفاظ اور جملوں کو مربوط کیا جاتا ہے۔\nمثال: جاء الرجل القوی۔
3416,صیغہ قال,صیغہ واحد مذکر غائب فعل ماضی مثبت معروف ثلاثی مجرد اجوف واوی از باب نصر ینصر \nاصل میں قَوَل تھا واؤ متحرک ما قبل مفتوح کو الف سے بدلا تو قال ہو گیا
3417,حروف استثناء غیر سوا سواء اور حاشا کے بعد مستثنی منہ مجرور ہوتا ہے ۔۔۔۔۔تو اس کی ترکیب کیسے کریں گے کیا انہیں مضاف کر کے ترکیب کریں گے۔۔؟؟,اس کے دو طریقے ہیں \n1۔اگر درمیانے کلام میں آئیں تو پھر انہیں حرف جر مان کر جار مجرور والی ترکیب کریں گے \nاگر ابتداء کلام میں واقع ہوں \nتو پھر انہیں افعال متصور کیا جائے گا اور د\nفعل و فاعل والی ترکیب کی جائے گی ۔۔
3418,جنۃ منصرف ہے یا غیر منصرف ؟,جنت منصرف ہے۔
3419,اصلی الف ممدودہ اور تانیث کےالف ممدودہ کی پہچان کیسے کریں,جب بھی الف ممدودہ تانیث کا ہوگا تو جب اس کی تثنیہ یا جمع بنائیں گے تو اسے واو مفتوحہ سے بدلنا واجب ہوتا ہے جیسے حمراء سے حمراوان\nاور جب الف ممدودہ اصلی ہوگا تو وہ تثنیہ یا جمع بناتے وقت نہیں بدلے گا جیسے قراء۔سے قراءان
3420,فعل لازم اور متعدی کی واضح پہچان کیا ہے,فعل لازم و متعدی کی پہچان میں ترجمہ کرتے وقت متعدی میں نا کا لفظ آتا ہے جبکہ لازم میں نہیں آتا۔\nایک پہچان یہ ہے کہ فعل متعدی کا مفعول بہ آتا ہے جبکہ لازم کا نہیں آتا۔
3421,تَوَضَّاَ کی صرفی تحقیق کیا ہو گی ؟,فعل ماضی مثبت معروف، واحد مذکر غائب، ثلاثی مزید فیہ، مثال واوی از باب تفعل
3422,التقی کی صرفی تحقیق کیا ہو گی ؟,صیغہ اسم واحد مذکر، صفت مشبہ، بمعنی خوف خدا والا\n
3423,الذی کی صرفی تحقیق کیسے ہو گی,اسم موصول اپنے صلے سے ملکر فاعل مفعول مبتداء خبر اور مضاف الیہ بنتا ہے
3424,عورت کی صرفی تحقیق کریں,واحد مؤنث غائب فعل ماضی مطلق مثبت معروف ثلاثی مجرد اجوف واوی باب نصر
3425,"ثم عفونا عنکم من بعدہ ذلک لعلکم تشکرون،یہ سورۃالبقرہ کی آیت نمبر 52,ھے ،معلوم یہ کرنا ھے کہ ذلک اسم اشارہ میں ک خطاب کا مصداق کون ھے،؟حالانکہ باقی سب ضمیریں جمع کی ھیں،",آپ کا سوال تفسیر کے متعلق ہے تو لھذا اسے صراط الجنان سے دیکھیں
3426,اَشَدُّ کی صرفی تحقیق کیا ہو گی ؟,اسم تفضیل واحد مذکر ثلاثی مجرد مضاعف نصر ینصر
3427,و یشترط لجوازا المسح علی الخفین سبعۃ شرائط    کی نحوی ترکیب سینڈ کر دیں,و وصلیہ \nیشترط واحد مذکر غائب فعل مضارع مطلق مثبت معروف ثلاثی مزید فیہ صحیح باب افتعال ۔\nسبعۃ مضاف۔شرائط مضاف الیہ ۔مضاف مضاف الیہ ملکر فاعل \nل۔حرف جر جواز ۔مضاف۔المسح مضاف الیہ \nمضاف اور مضاف الیہ ملکر ظرف لغو \nعلی حرف جر الخفین مجرور \nجار مجرور ملکر ظرف لغو ثانی\nفعل اپنے فاعل ظرف لغو اور و ثانی سے ملکر جملہ فعلیہ خبریہ ہوا
3428,فم كي اصل اور تعليل بتا دين,فم کی اصل فمو ہے \nیہ ان اسماء میں سے ہے جن کے لام کلمے کو حذف کیا جاتا ہے اس کے عوض کوئی اور حرف لایا جاتا ہے جب اس کی تثنیہ بنائیں گے تو پھر اسی محذوف کو لوٹانا ہوتا ہے \nلیکن فم کی جب تثنیہ بنے گی اس کے واو کو نہیں لوٹائیں گے بلکہ فمان کہیں گے ید کی بھی صورت حال یہی ہے
3429,تراکیب کر دیجیے \nان تضرب اضرب,ان حرف شرط\nتضرب واحد مذکر حاضر \nأضرب جزاء \nشرط و جزاء ملکر جملہ شرطیہ ہوا
3430,ام کیا صیغہ \n,اگر ہمزہ اور میم دونوں پر پیش مراد لیں تو اس کا معنی ہوگا ماں، اور یہ اسم جامد ہوگا۔\nاور اگر دونوں پر زبر مراد لیں تو یہ نصر ینصر مصدر سے ماضی کا صیغہ بنے گا۔
3431,Nun maftuha ka qanun\n,جمع موئث کے صیغہ کے آخر نون نسوہ کا استعمال کیا جاتا ہے جیسے یضرب کی جمع مؤنث یضربن
3432,الشتبھت \nالقبلۃ\nمخبر\nمحراب\nتحریٰ\nبخطیئه\nصلاته\nاستدار\nبنیٰ\nفراغه\nاصاب\nصحت\n\nانکی صرفی تحقیق چاہیے \n,اشتبھت۔واحد مؤنث غائب فعل ماضی مطلق مثبت معروف ثلاثی مزید فیہ صحیح باب افتعال ۔\nمخبر۔واحد مذکر اسم فاعل ثلاثی مزید فیہ صحیح باب افعال \nمحراب۔اسم آلہ واحد مذکر ثلاثی مجرد صحیح سالم باب ضرب\nتحری۔واحد مذکر غائب فعل ماضی مطلق مثبت معروف ثلاثی مزید فیہ ناقص یائی تفعل\nاستدار ۔باب افتعال کا مصدر\nبنی واحد مذکر غائب فعل ماضی مطلق مثبت معروف ثلاثی مجرد ناقص یائی ضرب یضرب \nاصاب ۔واحد مذکر غائب فعل ماضی مطلق مثبت معروف ثلاثی مزید فیہ اجوف واوی باب افعال \nصحت۔واحد مؤنث غائب فعل ماضی مطلق مثبت معروف ثلاثی مجرد مضاعف ثلاثی باب ضرب یضرب \n
